StationCode,PositionName,City,Province
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3075A,南澳县子站（厦门金砖）,汕头市,广东
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3076A,瑞金市历史博物馆（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3077A,定南县残联康复中心（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3078A,定南县环保局（厦门金砖）,赣州市,江西
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3079A,前廊村（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3080A,宝盖山（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3081A,金林村（厦门金砖）,泉州市,福建
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3082A,信丰县环保局（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3083A,大余县行政服务中心（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3084A,大余中学（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3085A,上犹县东山镇政府（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3086A,上犹县希桥酒店（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3087A,崇义县人民广场（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3088A,崇义县财政局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3089A,安远县环保局（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3090A,安远县思源学校（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3091A,龙南镇人民政府（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3092A,全南县第二中学（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3093A,全南县委党校（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3094A,宁都宾馆（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3095A,宁都县行政服务中心（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3096A,于都县土地管理局（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3097A,于都县老计生委（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
3098A,兴国县体育局（厦门金砖）,赣州市,江西
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2894A,经济技术开发区消防队(启用200626),淮南市,安徽
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
2901A,610600060,延安市,陕西
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3180A,质量技术监督局(20180930启用),迪庆州,云南
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3190A,外国语学校（20181128启用）,九江市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3110A,南康区市场监管局东山分局（厦门金砖）,赣州市,江西
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3111A,贵屿子站（厦门金砖）,汕头市,广东
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3112A,龙南九连山保护区管理局（厦门金砖）,赣州市,江西
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3113A,埔田（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3114A,霖磐（厦门金砖）,揭阳市,广东
3115A,文化路子站（厦门金砖）,梅州市,广东
3115A,文化路子站（厦门金砖）,梅州市,广东
3115A,文化路子站（厦门金砖）,梅州市,广东
3115A,文化路子站（厦门金砖）,梅州市,广东
3115A,文化路子站（厦门金砖）,梅州市,广东
